Date,Source,Site ID,POC,Daily Max 1-hour NO2 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
02/24/2022,AQS,300170005,1,17,ppb,16,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
02/25/2022,AQS,300170005,1,17,ppb,16,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
02/26/2022,AQS,300170005,1,19,ppb,18,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
02/27/2022,AQS,300170005,1,26,ppb,25,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
02/28/2022,AQS,300170005,1,6,ppb,6,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/01/2022,AQS,300170005,1,19,ppb,18,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/02/2022,AQS,300170005,1,15,ppb,14,Miles City - Pines Hills,20,83.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/03/2022,AQS,300170005,1,3,ppb,3,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/04/2022,AQS,300170005,1,5,ppb,5,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/05/2022,AQS,300170005,1,7,ppb,7,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/06/2022,AQS,300170005,1,11,ppb,10,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/07/2022,AQS,300170005,1,12,ppb,11,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/08/2022,AQS,300170005,1,4,ppb,4,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/09/2022,AQS,300170005,1,6,ppb,6,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/10/2022,AQS,300170005,1,3,ppb,3,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/11/2022,AQS,300170005,1,1,ppb,1,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/12/2022,AQS,300170005,1,15,ppb,14,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/13/2022,AQS,300170005,1,13,ppb,12,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/14/2022,AQS,300170005,1,25,ppb,24,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/15/2022,AQS,300170005,1,12,ppb,11,Miles City - Pines Hills,21,88.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/16/2022,AQS,300170005,1,14,ppb,13,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/17/2022,AQS,300170005,1,12,ppb,11,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/18/2022,AQS,300170005,1,16,ppb,15,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/19/2022,AQS,300170005,1,13,ppb,12,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/20/2022,AQS,300170005,1,8,ppb,8,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/21/2022,AQS,300170005,1,18,ppb,17,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/22/2022,AQS,300170005,1,16,ppb,15,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/23/2022,AQS,300170005,1,14,ppb,13,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/24/2022,AQS,300170005,1,14,ppb,13,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/25/2022,AQS,300170005,1,9,ppb,8,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/26/2022,AQS,300170005,1,7,ppb,7,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/27/2022,AQS,300170005,1,8,ppb,8,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/28/2022,AQS,300170005,1,13,ppb,12,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/29/2022,AQS,300170005,1,2,ppb,2,Miles City - Pines Hills,21,88.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/30/2022,AQS,300170005,1,7,ppb,7,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
03/31/2022,AQS,300170005,1,11,ppb,10,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/01/2022,AQS,300170005,1,7,ppb,7,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/02/2022,AQS,300170005,1,16,ppb,15,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/03/2022,AQS,300170005,1,5,ppb,5,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/04/2022,AQS,300170005,1,6,ppb,6,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/05/2022,AQS,300170005,1,1,ppb,1,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/06/2022,AQS,300170005,1,1,ppb,1,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/07/2022,AQS,300170005,1,10,ppb,9,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/08/2022,AQS,300170005,1,11,ppb,10,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/09/2022,AQS,300170005,1,7,ppb,7,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/10/2022,AQS,300170005,1,8,ppb,8,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/11/2022,AQS,300170005,1,12,ppb,11,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/12/2022,AQS,300170005,1,5,ppb,5,Miles City - Pines Hills,21,88.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/13/2022,AQS,300170005,1,1,ppb,1,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/14/2022,AQS,300170005,1,1,ppb,1,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/15/2022,AQS,300170005,1,5,ppb,5,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/16/2022,AQS,300170005,1,11,ppb,10,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/17/2022,AQS,300170005,1,4,ppb,4,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/18/2022,AQS,300170005,1,8,ppb,8,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/19/2022,AQS,300170005,1,5,ppb,5,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/20/2022,AQS,300170005,1,14,ppb,13,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/21/2022,AQS,300170005,1,11,ppb,10,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/22/2022,AQS,300170005,1,5,ppb,5,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/23/2022,AQS,300170005,1,2,ppb,2,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/24/2022,AQS,300170005,1,5,ppb,5,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/25/2022,AQS,300170005,1,11,ppb,10,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/26/2022,AQS,300170005,1,6,ppb,6,Miles City - Pines Hills,21,88.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/27/2022,AQS,300170005,1,9,ppb,8,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/28/2022,AQS,300170005,1,19,ppb,18,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/29/2022,AQS,300170005,1,3,ppb,3,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
04/30/2022,AQS,300170005,1,16,ppb,15,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/01/2022,AQS,300170005,1,10,ppb,9,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/02/2022,AQS,300170005,1,1,ppb,1,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/03/2022,AQS,300170005,1,14,ppb,13,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/04/2022,AQS,300170005,1,12,ppb,11,Miles City - Pines Hills,18,75.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/05/2022,AQS,300170005,1,8,ppb,8,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/06/2022,AQS,300170005,1,12,ppb,11,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/07/2022,AQS,300170005,1,12,ppb,11,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/08/2022,AQS,300170005,1,14,ppb,13,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/09/2022,AQS,300170005,1,12,ppb,11,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/10/2022,AQS,300170005,1,9,ppb,8,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/11/2022,AQS,300170005,1,5,ppb,5,Miles City - Pines Hills,21,88.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/12/2022,AQS,300170005,1,4,ppb,4,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/13/2022,AQS,300170005,1,5,ppb,5,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/14/2022,AQS,300170005,1,12,ppb,11,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/15/2022,AQS,300170005,1,13,ppb,12,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/16/2022,AQS,300170005,1,12,ppb,11,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/17/2022,AQS,300170005,1,18,ppb,17,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/18/2022,AQS,300170005,1,10,ppb,9,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/19/2022,AQS,300170005,1,2,ppb,2,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/20/2022,AQS,300170005,1,5,ppb,5,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/21/2022,AQS,300170005,1,9,ppb,8,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/22/2022,AQS,300170005,1,8,ppb,8,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/23/2022,AQS,300170005,1,10,ppb,9,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/24/2022,AQS,300170005,1,7,ppb,7,Miles City - Pines Hills,21,88.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/25/2022,AQS,300170005,1,8,ppb,8,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/26/2022,AQS,300170005,1,14,ppb,13,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/27/2022,AQS,300170005,1,13,ppb,12,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/28/2022,AQS,300170005,1,7,ppb,7,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/29/2022,AQS,300170005,1,14,ppb,13,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/30/2022,AQS,300170005,1,5,ppb,5,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
05/31/2022,AQS,300170005,1,6,ppb,6,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/01/2022,AQS,300170005,1,9,ppb,8,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/02/2022,AQS,300170005,1,16,ppb,15,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/03/2022,AQS,300170005,1,6,ppb,6,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/04/2022,AQS,300170005,1,3,ppb,3,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/05/2022,AQS,300170005,1,4,ppb,4,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/06/2022,AQS,300170005,1,4,ppb,4,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/07/2022,AQS,300170005,1,5,ppb,5,Miles City - Pines Hills,21,88.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/08/2022,AQS,300170005,1,5,ppb,5,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/09/2022,AQS,300170005,1,7,ppb,7,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/10/2022,AQS,300170005,1,9,ppb,8,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/11/2022,AQS,300170005,1,5,ppb,5,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/12/2022,AQS,300170005,1,4,ppb,4,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/13/2022,AQS,300170005,1,5,ppb,5,Miles City - Pines Hills,23,96.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/14/2022,AQS,300170005,1,4,ppb,4,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/15/2022,AQS,300170005,1,2,ppb,2,Miles City - Pines Hills,17,71.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/16/2022,AQS,300170005,1,2,ppb,2,Miles City - Pines Hills,23,96.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/17/2022,AQS,300170005,1,3,ppb,3,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/18/2022,AQS,300170005,1,6,ppb,6,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/19/2022,AQS,300170005,1,6,ppb,6,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/20/2022,AQS,300170005,1,3,ppb,3,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/21/2022,AQS,300170005,1,5,ppb,5,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/22/2022,AQS,300170005,1,7,ppb,7,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/23/2022,AQS,300170005,1,8,ppb,8,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/24/2022,AQS,300170005,1,4,ppb,4,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/25/2022,AQS,300170005,1,6,ppb,6,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/26/2022,AQS,300170005,1,8,ppb,8,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/27/2022,AQS,300170005,1,8,ppb,8,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/28/2022,AQS,300170005,1,5,ppb,5,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/29/2022,AQS,300170005,1,6,ppb,6,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
06/30/2022,AQS,300170005,1,6,ppb,6,Miles City - Pines Hills,20,83.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/01/2022,AQS,300170005,1,7,ppb,7,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/02/2022,AQS,300170005,1,5,ppb,5,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/03/2022,AQS,300170005,1,4,ppb,4,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/04/2022,AQS,300170005,1,4,ppb,4,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/05/2022,AQS,300170005,1,3,ppb,3,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/06/2022,AQS,300170005,1,6,ppb,6,Miles City - Pines Hills,17,71.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/07/2022,AQS,300170005,1,7,ppb,7,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/08/2022,AQS,300170005,1,7,ppb,7,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/09/2022,AQS,300170005,1,2,ppb,2,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/10/2022,AQS,300170005,1,5,ppb,5,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/11/2022,AQS,300170005,1,7,ppb,7,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/12/2022,AQS,300170005,1,4,ppb,4,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/13/2022,AQS,300170005,1,3,ppb,3,Miles City - Pines Hills,20,83.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/14/2022,AQS,300170005,1,8,ppb,8,Miles City - Pines Hills,20,83.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/15/2022,AQS,300170005,1,7,ppb,7,Miles City - Pines Hills,18,75.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/16/2022,AQS,300170005,1,11,ppb,10,Miles City - Pines Hills,16,67.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/17/2022,AQS,300170005,1,8,ppb,8,Miles City - Pines Hills,14,58.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/18/2022,AQS,300170005,1,8,ppb,8,Miles City - Pines Hills,19,79.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/19/2022,AQS,300170005,1,7,ppb,7,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/20/2022,AQS,300170005,1,5,ppb,5,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/21/2022,AQS,300170005,1,7,ppb,7,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/22/2022,AQS,300170005,1,7,ppb,7,Miles City - Pines Hills,16,67.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/23/2022,AQS,300170005,1,3,ppb,3,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/24/2022,AQS,300170005,1,3,ppb,3,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/25/2022,AQS,300170005,1,8,ppb,8,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/26/2022,AQS,300170005,1,7,ppb,7,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/27/2022,AQS,300170005,1,10,ppb,9,Miles City - Pines Hills,20,83.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/28/2022,AQS,300170005,1,13,ppb,12,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/29/2022,AQS,300170005,1,10,ppb,9,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
07/30/2022,AQS,300170005,1,5,ppb,5,Miles City - Pines Hills,24,100.0,42602,Nitrogen dioxide (NO2),574,,,30,Montana,17,Custer,46.411389,-105.812778
