Date,Site ID,POC,Daily Max SO2 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,Method Description,CBSA Code,CBSA Name,Site Latitude,Site Longitude,Dominant Source,Elevation (m),Measurement Scale,Measurement Scale Definition,Monitor Type,Monitoring Agency,Monitoring Objective,NAAQS Primary Monitor?,Networks,Probe Height (m),QA Primary Monitor?
2023-04-25,010730023,2,2.8,Parts per billion,3,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-04-26,010730023,2,4.2,Parts per billion,6,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-04-27,010730023,2,0.8,Parts per billion,0,North Birmingham,22,92,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-04-28,010730023,2,1.5,Parts per billion,1,North Birmingham,20,83,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-04-29,010730023,2,1,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-04-30,010730023,2,0.7,Parts per billion,0,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-01,010730023,2,1.1,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-02,010730023,2,1.1,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-03,010730023,2,1.4,Parts per billion,1,North Birmingham,22,92,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-04,010730023,2,10.9,Parts per billion,14,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-05,010730023,2,9.5,Parts per billion,13,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-06,010730023,2,0.9,Parts per billion,0,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-07,010730023,2,1.1,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-08,010730023,2,0.7,Parts per billion,0,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-09,010730023,2,1,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-10,010730023,2,2.2,Parts per billion,3,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-11,010730023,2,0.8,Parts per billion,0,North Birmingham,19,79,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-12,010730023,2,1.1,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-13,010730023,2,0.9,Parts per billion,0,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-14,010730023,2,1.3,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-15,010730023,2,1.6,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-16,010730023,2,0.9,Parts per billion,0,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-17,010730023,2,1.1,Parts per billion,1,North Birmingham,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-18,010730023,2,1,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-19,010730023,2,0.8,Parts per billion,0,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-20,010730023,2,1.1,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-21,010730023,2,1,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-22,010730023,2,2.3,Parts per billion,3,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-23,010730023,2,0.7,Parts per billion,0,North Birmingham,19,79,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-24,010730023,2,2.7,Parts per billion,3,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-25,010730023,2,2.4,Parts per billion,3,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-26,010730023,2,3.2,Parts per billion,4,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-27,010730023,2,1.6,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-28,010730023,2,1.4,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-29,010730023,2,1,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-30,010730023,2,2.4,Parts per billion,3,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-05-31,010730023,2,2.2,Parts per billion,3,North Birmingham,22,92,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-01,010730023,2,4.3,Parts per billion,6,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-02,010730023,2,3.7,Parts per billion,4,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-03,010730023,2,4.5,Parts per billion,6,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-04,010730023,2,6.6,Parts per billion,9,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-05,010730023,2,1.2,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-06,010730023,2,1.1,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-07,010730023,2,1.1,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-08,010730023,2,2.7,Parts per billion,3,North Birmingham,17,71,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-09,010730023,2,5.4,Parts per billion,7,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-10,010730023,2,9.6,Parts per billion,13,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-11,010730023,2,2.4,Parts per billion,3,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-12,010730023,2,0.8,Parts per billion,0,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-13,010730023,2,1.2,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-14,010730023,2,1,Parts per billion,1,North Birmingham,21,88,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-15,010730023,2,0.9,Parts per billion,0,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-16,010730023,2,1.1,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-17,010730023,2,1.4,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-18,010730023,2,2.5,Parts per billion,3,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-19,010730023,2,0.9,Parts per billion,0,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-20,010730023,2,0.9,Parts per billion,0,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-21,010730023,2,1.4,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-22,010730023,2,1.2,Parts per billion,1,North Birmingham,19,79,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-23,010730023,2,1.4,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-24,010730023,2,1.5,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-25,010730023,2,0.9,Parts per billion,0,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-26,010730023,2,1.1,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-27,010730023,2,1.2,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-28,010730023,2,5.6,Parts per billion,7,North Birmingham,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-29,010730023,2,4.8,Parts per billion,6,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-06-30,010730023,2,1.3,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-07-01,010730023,2,1,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-07-02,010730023,2,1.4,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-07-03,010730023,2,1,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-07-04,010730023,2,0.9,Parts per billion,0,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-07-05,010730023,2,1.2,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-07-06,010730023,2,1.2,Parts per billion,1,North Birmingham,19,79,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-07-07,010730023,2,1.1,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-07-09,010730023,2,1.1,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-07-08,010730023,2,1,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
2023-07-10,010730023,2,1.1,Parts per billion,1,North Birmingham,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,13820,"Birmingham-Hoover, AL",33.553056,-86.815,POINT,177,NEIGHBORHOOD,500 M TO 4KM,SLAMS,"Jefferson County, AL  Department Of Health",OTHER,,NCORE,17.5,
