Date,Site ID,POC,Daily Max SO2 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,Method Description,CBSA Code,CBSA Name,Site Latitude,Site Longitude,Dominant Source,Elevation (m),Measurement Scale,Measurement Scale Definition,Monitor Type,Monitoring Agency,Monitoring Objective,NAAQS Primary Monitor?,Networks,Probe Height (m),QA Primary Monitor?
2022-07-12,011190003,1,0.3,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-07-13,011190003,1,0.3,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-07-14,011190003,1,0.4,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-07-15,011190003,1,0.2,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-07-16,011190003,1,0.7,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-07-17,011190003,1,0.3,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-07-18,011190003,1,0.4,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-07-19,011190003,1,0.3,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-07-20,011190003,1,0.3,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-07-21,011190003,1,0.3,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-07-22,011190003,1,0.3,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-07-23,011190003,1,0.2,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-07-24,011190003,1,0.4,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-07-25,011190003,1,0.5,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-07-26,011190003,1,0.9,Parts per billion,0,"Ward, Sumter Co.",22,92,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-07-27,011190003,1,0.2,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-07-28,011190003,1,0.3,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-07-29,011190003,1,0.4,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-07-30,011190003,1,0.7,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-07-31,011190003,1,0.3,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-01,011190003,1,0.2,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-02,011190003,1,0.3,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-03,011190003,1,0.4,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-04,011190003,1,0.2,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-05,011190003,1,0.2,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-06,011190003,1,0.6,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-07,011190003,1,0.2,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-08,011190003,1,0.2,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-09,011190003,1,0.4,Parts per billion,0,"Ward, Sumter Co.",20,83,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-10,011190003,1,0.3,Parts per billion,0,"Ward, Sumter Co.",21,88,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-11,011190003,1,0.5,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-12,011190003,1,0.2,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-13,011190003,1,0.3,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-14,011190003,1,0.2,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-15,011190003,1,0.3,Parts per billion,0,"Ward, Sumter Co.",22,92,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-16,011190003,1,0.2,Parts per billion,0,"Ward, Sumter Co.",24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-17,011190003,1,1,Parts per billion,1,"Ward, Sumter Co.",24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-18,011190003,1,1.3,Parts per billion,1,"Ward, Sumter Co.",24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-19,011190003,1,0.2,Parts per billion,0,"Ward, Sumter Co.",24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-20,011190003,1,0.2,Parts per billion,0,"Ward, Sumter Co.",24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-21,011190003,1,0.3,Parts per billion,0,"Ward, Sumter Co.",24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-22,011190003,1,0.2,Parts per billion,0,"Ward, Sumter Co.",21,88,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-23,011190003,1,0.4,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-24,011190003,1,0.4,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-25,011190003,1,0.5,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-26,011190003,1,0.5,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-28,011190003,1,0.4,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-27,011190003,1,0.4,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-29,011190003,1,0.5,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-30,011190003,1,1.4,Parts per billion,1,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-08-31,011190003,1,0.7,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-09-01,011190003,1,0.7,Parts per billion,0,"Ward, Sumter Co.",21,88,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-09-02,011190003,1,0.6,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-09-03,011190003,1,0.3,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-09-04,011190003,1,0.3,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-09-05,011190003,1,0.4,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-09-06,011190003,1,0.5,Parts per billion,0,"Ward, Sumter Co.",22,92,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-09-07,011190003,1,0.4,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-09-08,011190003,1,1.5,Parts per billion,1,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-09-09,011190003,1,0.4,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-09-10,011190003,1,0.4,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-09-11,011190003,1,0.5,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-09-12,011190003,1,0.5,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-09-13,011190003,1,1.8,Parts per billion,1,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-09-14,011190003,1,1.4,Parts per billion,1,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-09-15,011190003,1,1,Parts per billion,1,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-09-16,011190003,1,0.4,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-09-17,011190003,1,0.7,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-09-18,011190003,1,0.7,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-09-19,011190003,1,0.7,Parts per billion,0,"Ward, Sumter Co.",22,92,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-09-20,011190003,1,0.7,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-09-21,011190003,1,2.4,Parts per billion,3,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-09-22,011190003,1,0.5,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-09-23,011190003,1,1.5,Parts per billion,1,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-09-24,011190003,1,0.6,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-09-25,011190003,1,0.6,Parts per billion,0,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
2022-09-26,011190003,1,2.5,Parts per billion,3,"Ward, Sumter Co.",23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,,,32.362606,-88.277992,AREA,63.7032,REGIONAL SCALE,50 TO HUNDREDS KM,SLAMS,Al Dept Of Env Mgt,GENERAL/BACKGROUND,Y,,3,
